epochs,col_one_agg,col_two_agg,col_one_loc,col_two_loc,agg_loc,agg_agg
1,0.2138722095489502,0.2138722095489502,0.3700819797515869,0.3784598503112793,0.3743,0.2139
2,0.35822416400909424,0.35822416400909424,0.3853839702606201,0.3793520135879517,0.3824,0.3582
3,0.38227216720581053,0.38227216720581053,0.4047291450500488,0.3958903045654297,0.4003,0.3823
4,0.4084740333557129,0.4084740333557129,0.4127456998825073,0.4015317258834839,0.4071,0.4085
5,0.4131757869720459,0.4131757869720459,0.4366334171295166,0.43571416091918946,0.4362,0.4132
6,0.434259729385376,0.434259729385376,0.42498045921325683,0.41741098403930665,0.4212,0.4343
7,0.4441666145324707,0.4441666145324707,0.45219868659973145,0.4561673374176025,0.4542,0.4442
8,0.4555572643280029,0.4555572643280029,0.46915369033813475,0.42794678497314453,0.4486,0.4556
9,0.45100363159179685,0.45100363159179685,0.49192008209228516,0.4526364288330078,0.4723,0.451
10,0.4866510534286499,0.4866510534286499,0.4724299068450928,0.4936997117996216,0.4831,0.4867
11,0.49833933544158937,0.49833933544158937,0.519019889831543,0.4750424156188965,0.497,0.4983
12,0.5095626525878906,0.5095626525878906,0.5114378509521484,0.5054744644165039,0.5085,0.5096
13,0.539477108001709,0.539477108001709,0.5110780763626098,0.5159348754882812,0.5135,0.5395
14,0.5325609664916993,0.5325609664916993,0.534453966140747,0.5466432933807372,0.5405,0.5326
15,0.5707792701721192,0.5707792701721192,0.5362573375701905,0.47491370391845705,0.5056,0.5708
16,0.5172960033416748,0.5172960033416748,0.5824526691436768,0.5681008968353272,0.5753,0.5173
17,0.6098931713104248,0.6098931713104248,0.5944440155029297,0.6017608737945557,0.5981,0.6099
18,0.625791597366333,0.625791597366333,0.6023043365478515,0.5822045574188233,0.5923,0.6258
19,0.6061466598510742,0.6061466598510742,0.6421848011016845,0.625341251373291,0.6338,0.6061
20,0.6527977981567383,0.6527977981567383,0.6055481758117676,0.6143663463592529,0.61,0.6528
21,0.6355303916931152,0.6355303916931152,0.6388135185241699,0.6025411643981934,0.6207,0.6355
22,0.6546710777282715,0.6546710777282715,0.6358517894744873,0.6385318031311035,0.6372,0.6547
23,0.663616304397583,0.663616304397583,0.643456750869751,0.6449502925872803,0.6442,0.6636
24,0.6720330066680908,0.6720330066680908,0.6507961940765381,0.6663890476226807,0.6586,0.672
25,0.7089809589385986,0.7089809589385986,0.6828983612060547,0.6506684074401855,0.6668,0.709
26,0.7167364158630372,0.7167364158630372,0.6784179611206055,0.6041716823577881,0.6413,0.7167
27,0.7092899627685547,0.7092899627685547,0.6965969066619873,0.6896809883117676,0.6931,0.7093
28,0.7226943016052246,0.7226943016052246,0.6944074840545654,0.7191960754394531,0.7068,0.7227
29,0.7378790588378906,0.7378790588378906,0.6792858581542969,0.6657862606048583,0.6725,0.7379
30,0.7188169021606445,0.7188169021606445,0.6993937835693359,0.7045817527770996,0.702,0.7188
31,0.7340605945587159,0.7340605945587159,0.7103796501159668,0.6788870601654052,0.6946,0.7341
32,0.7317491703033447,0.7317491703033447,0.712023977279663,0.6955193347930908,0.7038,0.7317
33,0.721322509765625,0.721322509765625,0.6945109272003174,0.7113428363800048,0.7029,0.7213
34,0.7306530876159668,0.7306530876159668,0.7275983943939209,0.6767965984344483,0.7022,0.7307
35,0.735155933380127,0.735155933380127,0.7069471702575684,0.7373057804107666,0.7221,0.7352
36,0.7507696151733398,0.7507696151733398,0.7433300457000732,0.7139167709350586,0.7286,0.7508
37,0.7640664138793946,0.7640664138793946,0.7366244449615479,0.7125674247741699,0.7246,0.7641
38,0.7548253211975098,0.7548253211975098,0.761939790725708,0.7169142227172851,0.7394,0.7548
39,0.7588717746734619,0.7588717746734619,0.7300748672485352,0.7258563842773438,0.728,0.7589
40,0.7507706489562989,0.7507706489562989,0.7325214767456054,0.716091588973999,0.7243,0.7508
